"";"obs_id";"quote_id";"e_date";"ENB_Nr";"Country1";"Country2";"quote";"masked_quote";"cooperation";"relation"
"11";332;1400;2009-12-11;452;"Grenada";"Brazil";"GRENADA and BRAZIL opposed the proposal for a full-time chair, noting the existence of a full-time Secretariat and highlighting that the proposal would only favor those countries that can afford to support a full-time chair.";"SENDER AND TARGET OPPOSED THE PROPOSAL FOR A FULL-TIME CHAIR, NOTING THE EXISTENCE OF A FULL-TIME SECRETARIAT AND HIGHLIGHTING THAT THE PROPOSAL WOULD ONLY FAVOR THOSE COUNTRIES THAT CAN AFFORD TO SUPPORT A FULL-TIME CHAIR.";1;4
"12";333;1400;2009-12-11;452;"Brazil";"Grenada";"GRENADA and BRAZIL opposed the proposal for a full-time chair, noting the existence of a full-time Secretariat and highlighting that the proposal would only favor those countries that can afford to support a full-time chair.";"TARGET AND SENDER OPPOSED THE PROPOSAL FOR A FULL-TIME CHAIR, NOTING THE EXISTENCE OF A FULL-TIME SECRETARIAT AND HIGHLIGHTING THAT THE PROPOSAL WOULD ONLY FAVOR THOSE COUNTRIES THAT CAN AFFORD TO SUPPORT A FULL-TIME CHAIR.";1;4
"13";336;1398;2009-12-11;452;"Saudi Arabia";"Grenada";"GRENADA also objected to adopting terms of reference for CDM EB members, highlighting that it may bias countries with limited CDM knowledge and expertise. SAUDI ARABIA supported consideration of terms of reference.";"TARGET ALSO OBJECTED TO ADOPTING TERMS OF REFERENCE FOR CDM EB MEMBERS, HIGHLIGHTING THAT IT MAY BIAS COUNTRIES WITH LIMITED CDM KNOWLEDGE AND EXPERTISE. SENDER SUPPORTED CONSIDERATION OF TERMS OF REFERENCE.";0;6
"14";337;1402;2009-12-11;452;"Grenada";"Japan";"GRENADA and JAPAN expressed support for using the text as a starting point.";"SENDER AND TARGET EXPRESSED SUPPORT FOR USING THE TEXT AS A STARTING POINT.";1;4
"15";338;1402;2009-12-11;452;"Japan";"Grenada";"GRENADA and JAPAN expressed support for using the text as a starting point.";"TARGET AND SENDER EXPRESSED SUPPORT FOR USING THE TEXT AS A STARTING POINT.";1;4
"16";414;2162;2011-11-30;525;"Australia";"New Zealand";"NEW ZEALAND supported: a smooth transition to a broader agreement; (...) AUSTRALIA stated a second commitment period should be a transitional phase towards a broader, universal agreement. ";"TARGET SUPPORTED: A SMOOTH TRANSITION TO A BROADER AGREEMENT; (...) SENDER STATED A SECOND COMMITMENT PERIOD SHOULD BE A TRANSITIONAL PHASE TOWARDS A BROADER, UNIVERSAL AGREEMENT. ";1;4
"17";415;2162;2011-11-30;525;"New Zealand";"Australia";"NEW ZEALAND supported: a smooth transition to a broader agreement; (...) AUSTRALIA stated a second commitment period should be a transitional phase towards a broader, universal agreement. ";"SENDER SUPPORTED: A SMOOTH TRANSITION TO A BROADER AGREEMENT; (...) TARGET STATED A SECOND COMMITMENT PERIOD SHOULD BE A TRANSITIONAL PHASE TOWARDS A BROADER, UNIVERSAL AGREEMENT. ";1;4
"18";421;1465;1995-02-08;3;"Japan";"Poland";"He (Poland) also said the recommended annual periodicity for emissions inventories was too short. Japan said the due date for the second national communications should be delayed, but he supported annual emissions inventory updates. ";"HE (TARGET) ALSO SAID THE RECOMMENDED ANNUAL PERIODICITY FOR EMISSIONS INVENTORIES WAS TOO SHORT. SENDER SAID THE DUE DATE FOR THE SECOND NATIONAL COMMUNICATIONS SHOULD BE DELAYED, BUT HE SUPPORTED ANNUAL EMISSIONS INVENTORY UPDATES. ";0;6
"19";422;1459;1995-02-08;3;"United States";"Japan";"He (Japan) said CO2 emissions data could be collected with a reasonable workload, but that inclusion of other gases should be optional. The US said that the Secretariat’s report focused too much on CO2, suggesting that Parties needed to focus";"HE (TARGET) SAID CO2 EMISSIONS DATA COULD BE COLLECTED WITH A REASONABLE WORKLOAD, BUT THAT INCLUSION OF OTHER GASES SHOULD BE OPTIONAL. THE SENDER SAID THAT THE SECRETARIAT’S REPORT FOCUSED TOO MUCH ON CO2, SUGGESTING THAT PARTIES NEEDED TO FOCUS";0;6
"20";431;1469;1995-02-08;3;"Switzerland";"United States";"He (US) did not think Parties should be named in the report.  Switzerland said naming specific Parties would be acceptable in the synthesis report.";"HE (TARGET) DID NOT THINK PARTIES SHOULD BE NAMED IN THE REPORT.  SENDER SAID NAMING SPECIFIC PARTIES WOULD BE ACCEPTABLE IN THE SYNTHESIS REPORT.";0;6
"21";470;1473;1995-02-08;3;"Mauritius";"United States";"He (US) supported the Secretariat’s recommended time frames, but urged development of guidelines for developing country Parties. Mauritius said the Secretariat should consider non-Annex 1 Parties’ communications in reviewing guidelines. ";"HE (TARGET) SUPPORTED THE SECRETARIAT’S RECOMMENDED TIME FRAMES, BUT URGED DEVELOPMENT OF GUIDELINES FOR DEVELOPING COUNTRY PARTIES. SENDER SAID THE SECRETARIAT SHOULD CONSIDER NON-ANNEX 1 PARTIES’ COMMUNICATIONS IN REVIEWING GUIDELINES. ";1;4
"22";471;1473;1995-02-08;3;"United States";"Mauritius";"He (US) supported the Secretariat’s recommended time frames, but urged development of guidelines for developing country Parties. Mauritius said the Secretariat should consider non-Annex 1 Parties’ communications in reviewing guidelines. ";"HE (SENDER) SUPPORTED THE SECRETARIAT’S RECOMMENDED TIME FRAMES, BUT URGED DEVELOPMENT OF GUIDELINES FOR DEVELOPING COUNTRY PARTIES. TARGET SAID THE SECRETARIAT SHOULD CONSIDER NON-ANNEX 1 PARTIES’ COMMUNICATIONS IN REVIEWING GUIDELINES. ";1;4
"23";585;4205;1995-02-08;3;"Uganda";"Malaysia";"Uganda and Malaysia felt that the relationship between the GEF Council and the COP requires further work and evaluation.";"SENDER AND TARGET FELT THAT THE RELATIONSHIP BETWEEN THE GEF COUNCIL AND THE COP REQUIRES FURTHER WORK AND EVALUATION.";1;4
"24";586;4205;1995-02-08;3;"Malaysia";"Uganda";"Uganda and Malaysia felt that the relationship between the GEF Council and the COP requires further work and evaluation.";"TARGET AND SENDER FELT THAT THE RELATIONSHIP BETWEEN THE GEF COUNCIL AND THE COP REQUIRES FURTHER WORK AND EVALUATION.";1;4
"25";601;4108;1995-02-08;3;"Netherlands";"United States";"The US, supported by the Netherlands, warned that if the question of the financial mechanism is left open, it will sow doubt among people outside this process.";"THE TARGET, SUPPORTED BY THE SENDER, WARNED THAT IF THE QUESTION OF THE FINANCIAL MECHANISM IS LEFT OPEN, IT WILL SOW DOUBT AMONG PEOPLE OUTSIDE THIS PROCESS.";1;2
"26";647;1360;1995-02-08;3;"United States";"France";"France, supported by the US, preferred the second bracketed option, which listed specific elements of national programmes subject to mitigation and adaption measures, but suggested moving it to paragraph 2 on programme priorities.";"TARGET, SUPPORTED BY THE SENDER, PREFERRED THE SECOND BRACKETED OPTION, WHICH LISTED SPECIFIC ELEMENTS OF NATIONAL PROGRAMMES SUBJECT TO MITIGATION AND ADAPTION MEASURES, BUT SUGGESTED MOVING IT TO PARAGRAPH 2 ON PROGRAMME PRIORITIES.";1;2
"27";663;1355;1995-02-08;3;"Philippines";"France";"France and the Philippines disagreed as to the sub-paragraph’s
application to Article 4.3, developed States’ obligations.";"TARGET AND THE SENDER DISAGREED AS TO THE SUB-PARAGRAPH’S
APPLICATION TO ARTICLE 4.3, DEVELOPED STATES’ OBLIGATIONS.";0;6
"28";665;1671;1995-02-08;3;"United States";"India";"India proposed deleting sub-paragraph (ii) on information from
multilateral and regional financial institutions. The US wanted to
retain it.";"TARGET PROPOSED DELETING SUB-PARAGRAPH (II) ON INFORMATION FROM
MULTILATERAL AND REGIONAL FINANCIAL INSTITUTIONS. THE SENDER WANTED TO
RETAIN IT.";0;6
"29";666;1876;1995-02-08;3;"Japan";"Australia";"Japan and Australia suggested deleting the underlined portions.";"SENDER AND TARGET SUGGESTED DELETING THE UNDERLINED PORTIONS.";1;4
"30";667;1876;1995-02-08;3;"Australia";"Japan";"Japan and Australia suggested deleting the underlined portions.";"TARGET AND SENDER SUGGESTED DELETING THE UNDERLINED PORTIONS.";1;4
"31";1080;1361;1995-02-09;4;"United States";"France";"France, supported by the US, suggested deleting this sub-paragraph, on assistance for research and development, stating that the entity should fund specific projects relevant to national programmes, not new or existing institutions.";"TARGET, SUPPORTED BY THE SENDER, SUGGESTED DELETING THIS SUB-PARAGRAPH, ON ASSISTANCE FOR RESEARCH AND DEVELOPMENT, STATING THAT THE ENTITY SHOULD FUND SPECIFIC PROJECTS RELEVANT TO NATIONAL PROGRAMMES, NOT NEW OR EXISTING INSTITUTIONS.";1;2
"32";1119;1426;1995-02-09;4;"Netherlands";"Germany";"Germany and the Netherlands preferred the second bracketed option.";"TARGET AND THE SENDER PREFERRED THE SECOND BRACKETED OPTION.";1;4
"33";1120;1426;1995-02-09;4;"Germany";"Netherlands";"Germany and the Netherlands preferred the second bracketed option.";"SENDER AND THE TARGET PREFERRED THE SECOND BRACKETED OPTION.";1;4
"34";1121;4107;1995-02-09;4;"Netherlands";"United States";"The US, supported by the Netherlands, proposed moving sub-paragraph 1(a)(v) to follow 2(d), since it deals with the same topic. ";"THE TARGET, SUPPORTED BY THE SENDER, PROPOSED MOVING SUB-PARAGRAPH 1(A)(V) TO FOLLOW 2(D), SINCE IT DEALS WITH THE SAME TOPIC. ";1;2
"35";1215;3251;1995-02-10;5;"Australia";"China";"Supporting China’s positions on voluntary participation and against shifting of commitments, Australia stressed the need to keep the institutional arrangements as simple as possible. ";"SUPPORTING TARGET’S POSITIONS ON VOLUNTARY PARTICIPATION AND AGAINST SHIFTING OF COMMITMENTS, SENDER STRESSED THE NEED TO KEEP THE INSTITUTIONAL ARRANGEMENTS AS SIMPLE AS POSSIBLE. ";1;2
"36";1301;2657;1995-02-10;5;"Russian Federation";"Poland";"Poland and the Russian Federation expressed concern about the availability of GEF financing within the financial mechanism and said it should not be limited to developing countries. ";"TARGET AND THE SENDER EXPRESSED CONCERN ABOUT THE AVAILABILITY OF GEF FINANCING WITHIN THE FINANCIAL MECHANISM AND SAID IT SHOULD NOT BE LIMITED TO DEVELOPING COUNTRIES. ";1;4
"37";1302;1265;1995-02-10;5;"United States";"Colombia";"Colombia said that the COP should begin to work on the MOU before the Secretariat of the Convention begins its talks with the GEF. The US responded that since the Secretariat has produced a good text in A/AC.237/87, the Committee could recomme";"TARGET SAID THAT THE COP SHOULD BEGIN TO WORK ON THE MOU BEFORE THE SECRETARIAT OF THE CONVENTION BEGINS ITS TALKS WITH THE GEF. THE SENDER RESPONDED THAT SINCE THE SECRETARIAT HAS PRODUCED A GOOD TEXT IN A/AC.237/87, THE COMMITTEE COULD RECOMME";0;6
"38";1379;1425;1995-02-13;6;"Germany";"Hungary";"Germany and Hungary commented on the need for a productive ministerial segment.";"SENDER AND TARGET COMMENTED ON THE NEED FOR A PRODUCTIVE MINISTERIAL SEGMENT.";1;4
"39";1380;1425;1995-02-13;6;"Hungary";"Germany";"Germany and Hungary commented on the need for a productive ministerial segment.";"TARGET AND SENDER COMMENTED ON THE NEED FOR A PRODUCTIVE MINISTERIAL SEGMENT.";1;4
"40";1428;1878;1995-02-13;6;"China";"Japan";"Japan called for limiting the number of working languages.  (...) China said that given the importance of both bodies, all six UN working languages were required.";"TARGET CALLED FOR LIMITING THE NUMBER OF WORKING LANGUAGES.  (...) SENDER SAID THAT GIVEN THE IMPORTANCE OF BOTH BODIES, ALL SIX UN WORKING LANGUAGES WERE REQUIRED.";0;6
"41";1580;3151;1995-02-14;7;"Kuwait";"Saudi Arabia";"Saudi Arabia suggested adding “economic” to “scientific, technical and other information.” Kuwait suggested using “socioeconomic.”";"TARGET SUGGESTED ADDING “ECONOMIC” TO “SCIENTIFIC, TECHNICAL AND OTHER INFORMATION.” SENDER SUGGESTED USING “SOCIOECONOMIC.”";1;4
"42";1581;3151;1995-02-14;7;"Saudi Arabia";"Kuwait";"Saudi Arabia suggested adding “economic” to “scientific, technical and other information.” Kuwait suggested using “socioeconomic.”";"SENDER SUGGESTED ADDING “ECONOMIC” TO “SCIENTIFIC, TECHNICAL AND OTHER INFORMATION.” TARGET SUGGESTED USING “SOCIOECONOMIC.”";1;4
"43";1582;4357;1995-02-14;7;"Uruguay";"Philippines";"he Philippines said implications were covered by references to assessments elsewhere in the draft. Uruguay objected since the amendment questioned the role of the IPCC by giving other organizations comparable status.";"HE TARGET SAID IMPLICATIONS WERE COVERED BY REFERENCES TO ASSESSMENTS ELSEWHERE IN THE DRAFT. SENDER OBJECTED SINCE THE AMENDMENT QUESTIONED THE ROLE OF THE IPCC BY GIVING OTHER ORGANIZATIONS COMPARABLE STATUS.";0;6
"44";1714;3731;1995-02-15;8;"China";"Philippines";"The Philippines and China noted that developing countries would need funding to attend.";"THE TARGET AND SENDER NOTED THAT DEVELOPING COUNTRIES WOULD NEED FUNDING TO ATTEND.";1;4
"45";1715;3731;1995-02-15;8;"Philippines";"China";"The Philippines and China noted that developing countries would need funding to attend.";"THE SENDER AND TARGET NOTED THAT DEVELOPING COUNTRIES WOULD NEED FUNDING TO ATTEND.";1;4
"46";1777;432;1995-02-16;9;"Australia";"New Zealand";"Australia and New Zealand supported setting aside Secretariat funds for the IPCC.";"SENDER AND TARGET SUPPORTED SETTING ASIDE SECRETARIAT FUNDS FOR THE IPCC.";1;4
"47";1778;432;1995-02-16;9;"New Zealand";"Australia";"Australia and New Zealand supported setting aside Secretariat funds for the IPCC.";"TARGET AND SENDER SUPPORTED SETTING ASIDE SECRETARIAT FUNDS FOR THE IPCC.";1;4
"48";1852;4146;1995-02-16;9;"France";"Trinidad and Tobago";"Trinidad and Tobago suggested additional language for paragraph 1(iv), on comments made at INC-11, referring to statements by a majority of Annex I Parties acknowledging the inadequacy of their commitments. France argued against including opini";"TARGET SUGGESTED ADDITIONAL LANGUAGE FOR PARAGRAPH 1(IV), ON COMMENTS MADE AT INC-11, REFERRING TO STATEMENTS BY A MAJORITY OF ANNEX I PARTIES ACKNOWLEDGING THE INADEQUACY OF THEIR COMMITMENTS. SENDER ARGUED AGAINST INCLUDING OPINI";0;6
"49";1853;1652;1995-02-16;9;"Venezuela";"Iran";"In paragraph 1(iv)(b), which recommends that the COP establish a follow-up process, Iran, supported by Venezuela, recommended replacing “establish” a follow-up process with “continue.”";"IN PARAGRAPH 1(IV)(B), WHICH RECOMMENDS THAT THE COP ESTABLISH A FOLLOW-UP PROCESS, TARGET, SUPPORTED BY SENDER, RECOMMENDED REPLACING “ESTABLISH” A FOLLOW-UP PROCESS WITH “CONTINUE.”";1;2
"50";1858;436;1995-02-16;9;"Australia";"Trinidad and Tobago";"Australia said the Trinidad and Tobago proposal was unacceptable because it assumed the aim of negotiations was a protocol that had not been discussed.";"SENDER SAID THE TARGET PROPOSAL WAS UNACCEPTABLE BECAUSE IT ASSUMED THE AIM OF NEGOTIATIONS WAS A PROTOCOL THAT HAD NOT BEEN DISCUSSED.";0;6
"51";3203;1235;1995-03-31;15;"Poland";"Chile";"Chile: JI could be linked with new commitments from developed countries as an item the developing countries could offer. Poland supported initiatives to address emissions targets at lowest cost and that create opportunities to negotiate greater";"TARGET: JI COULD BE LINKED WITH NEW COMMITMENTS FROM DEVELOPED COUNTRIES AS AN ITEM THE DEVELOPING COUNTRIES COULD OFFER. SENDER SUPPORTED INITIATIVES TO ADDRESS EMISSIONS TARGETS AT LOWEST COST AND THAT CREATE OPPORTUNITIES TO NEGOTIATE GREATER";1;4
"52";3204;1235;1995-03-31;15;"Chile";"Poland";"Chile: JI could be linked with new commitments from developed countries as an item the developing countries could offer. Poland supported initiatives to address emissions targets at lowest cost and that create opportunities to negotiate greater";"SENDER: JI COULD BE LINKED WITH NEW COMMITMENTS FROM DEVELOPED COUNTRIES AS AN ITEM THE DEVELOPING COUNTRIES COULD OFFER. TARGET SUPPORTED INITIATIVES TO ADDRESS EMISSIONS TARGETS AT LOWEST COST AND THAT CREATE OPPORTUNITIES TO NEGOTIATE GREATER";1;4
"53";3676;3867;1995-04-03;16;"United States";"Benin";"The US and Benin said that any such proposal should be reviewed by the full membership of both subsidiary bodies and the COW agreed to recommend this formulation to COP-1.";"THE SENDER AND TARGET SAID THAT ANY SUCH PROPOSAL SHOULD BE REVIEWED BY THE FULL MEMBERSHIP OF BOTH SUBSIDIARY BODIES AND THE COW AGREED TO RECOMMEND THIS FORMULATION TO COP-1.";1;4
"54";3677;3867;1995-04-03;16;"Benin";"United States";"The US and Benin said that any such proposal should be reviewed by the full membership of both subsidiary bodies and the COW agreed to recommend this formulation to COP-1.";"THE TARGET AND SENDER SAID THAT ANY SUCH PROPOSAL SHOULD BE REVIEWED BY THE FULL MEMBERSHIP OF BOTH SUBSIDIARY BODIES AND THE COW AGREED TO RECOMMEND THIS FORMULATION TO COP-1.";1;4
"55";3686;4093;1995-04-05;18;"New Zealand";"United States";"The US, supported by New Zealand, thought further discussion was necessary.";"THE TARGET, SUPPORTED BY SENDER, THOUGHT FURTHER DISCUSSION WAS NECESSARY.";1;2
"56";4187;1685;1995-04-06;19;"Indonesia";"Switzerland";"Indonesia: said commitments should be further strengthened for developed country Parties with preparation of elements for a protocol
Switzerland: Annex I countries should redouble their efforts to reduce GHG emissions after 2000 to well belo";"SENDER: SAID COMMITMENTS SHOULD BE FURTHER STRENGTHENED FOR DEVELOPED COUNTRY PARTIES WITH PREPARATION OF ELEMENTS FOR A PROTOCOL
TARGET: ANNEX I COUNTRIES SHOULD REDOUBLE THEIR EFFORTS TO REDUCE GHG EMISSIONS AFTER 2000 TO WELL BELO";1;4
"57";4198;4199;1995-04-06;19;"United States";"Indonesia";"US: The objective at this Conference should be a mandate to negotiate an agreement by 1997. Indonesia: said commitments should be further strengthened for developed country Parties with preparation of elements for a protocol";"SENDER: THE OBJECTIVE AT THIS CONFERENCE SHOULD BE A MANDATE TO NEGOTIATE AN AGREEMENT BY 1997. TARGET: SAID COMMITMENTS SHOULD BE FURTHER STRENGTHENED FOR DEVELOPED COUNTRY PARTIES WITH PREPARATION OF ELEMENTS FOR A PROTOCOL";1;4
"58";4209;2320;1995-04-06;19;"New Zealand";"United States";"New Zealand: called for a protocol containing commitments beyond the year 2000.  US: The objective at this Conference should be a mandate to negotiate an agreement by 1997.";"SENDER: CALLED FOR A PROTOCOL CONTAINING COMMITMENTS BEYOND THE YEAR 2000.  TARGET: THE OBJECTIVE AT THIS CONFERENCE SHOULD BE A MANDATE TO NEGOTIATE AN AGREEMENT BY 1997.";1;4
"59";4220;730;1995-04-06;19;"Brazil";"New Zealand";"Brazil: called for an appropriate negotiating body to ensure credible and realistic commitments in a flexible manner.  New Zealand: called for a protocol containing commitments beyond the year 2000. ";"SENDER: CALLED FOR AN APPROPRIATE NEGOTIATING BODY TO ENSURE CREDIBLE AND REALISTIC COMMITMENTS IN A FLEXIBLE MANNER.  TARGET: CALLED FOR A PROTOCOL CONTAINING COMMITMENTS BEYOND THE YEAR 2000. ";1;4
"60";4231;1966;1995-04-06;19;"Luxembourg";"Brazil";"Luxembourg: said that commitments must be “concretized” by a protocol that contains limitations, reductions and a binding calendar.  Brazil: called for an appropriate negotiating body to ensure credible and realistic commitments in a flexibl";"SENDER: SAID THAT COMMITMENTS MUST BE “CONCRETIZED” BY A PROTOCOL THAT CONTAINS LIMITATIONS, REDUCTIONS AND A BINDING CALENDAR.  TARGET: CALLED FOR AN APPROPRIATE NEGOTIATING BODY TO ENSURE CREDIBLE AND REALISTIC COMMITMENTS IN A FLEXIBL";1;4
"61";4232;1434;1995-04-06;19;"Germany";"Argentina";"Germany: agreement on joint implementation to facilitate the transfer of know-how and technology.. Argentina: reiterated support for a joint implementation pilot phase.";"SENDER: AGREEMENT ON JOINT IMPLEMENTATION TO FACILITATE THE TRANSFER OF KNOW-HOW AND TECHNOLOGY.. TARGET: REITERATED SUPPORT FOR A JOINT IMPLEMENTATION PILOT PHASE.";1;4
"62";4234;1434;1995-04-06;19;"Argentina";"Germany";"Germany: agreement on joint implementation to facilitate the transfer of know-how and technology.. Argentina: reiterated support for a joint implementation pilot phase.";"TARGET: AGREEMENT ON JOINT IMPLEMENTATION TO FACILITATE THE TRANSFER OF KNOW-HOW AND TECHNOLOGY.. SENDER: REITERATED SUPPORT FOR A JOINT IMPLEMENTATION PILOT PHASE.";1;4
"63";4233;1435;1995-04-06;19;"Germany";"Senegal";"Germany: agreement on joint implementation to facilitate the transfer of know-how and technology.. Senegal: He stated that developing countries should have no new commitments, and supported JI.";"SENDER: AGREEMENT ON JOINT IMPLEMENTATION TO FACILITATE THE TRANSFER OF KNOW-HOW AND TECHNOLOGY.. TARGET: HE STATED THAT DEVELOPING COUNTRIES SHOULD HAVE NO NEW COMMITMENTS, AND SUPPORTED JI.";1;4
"64";4236;1435;1995-04-06;19;"Senegal";"Germany";"Germany: agreement on joint implementation to facilitate the transfer of know-how and technology.. Senegal: He stated that developing countries should have no new commitments, and supported JI.";"TARGET: AGREEMENT ON JOINT IMPLEMENTATION TO FACILITATE THE TRANSFER OF KNOW-HOW AND TECHNOLOGY.. SENDER: HE STATED THAT DEVELOPING COUNTRIES SHOULD HAVE NO NEW COMMITMENTS, AND SUPPORTED JI.";1;4
"65";4235;424;1995-04-06;19;"Argentina";"Senegal";"Argentina: reiterated support for a joint implementation pilot phase. Senegal: He stated that developing countries should have no new commitments, and supported JI.";"SENDER: REITERATED SUPPORT FOR A JOINT IMPLEMENTATION PILOT PHASE. TARGET: HE STATED THAT DEVELOPING COUNTRIES SHOULD HAVE NO NEW COMMITMENTS, AND SUPPORTED JI.";1;4
"66";4237;423;1995-04-06;19;"Senegal";"Argentina";"Argentina: reiterated support for a joint implementation pilot phase.  Senegal: He stated that developing countries should have no new commitments, and supported JI.";"TARGET: REITERATED SUPPORT FOR A JOINT IMPLEMENTATION PILOT PHASE.  SENDER: HE STATED THAT DEVELOPING COUNTRIES SHOULD HAVE NO NEW COMMITMENTS, AND SUPPORTED JI.";1;4
"67";4258;2104;1995-04-06;19;"Myanmar";"Mauritania";"Myanmar: the financial mechanism should assist developing countries to implement commitments under Article 4.1.  Mauritania: fforts are now underway to develop a more comprehensive national environmental strategy, but financial assistance is";"SENDER: THE FINANCIAL MECHANISM SHOULD ASSIST DEVELOPING COUNTRIES TO IMPLEMENT COMMITMENTS UNDER ARTICLE 4.1.  TARGET: FFORTS ARE NOW UNDERWAY TO DEVELOP A MORE COMPREHENSIVE NATIONAL ENVIRONMENTAL STRATEGY, BUT FINANCIAL ASSISTANCE IS";1;4
"68";4280;2091;1995-04-06;19;"Mauritius";"Spain";"Mauritius stated that the Convention’s success depends on technology transfer, financial mechanisms and international cooperation.  Spain stressed the need for technology transfer to developing countries to avoid repetition of unsustainable";"SENDER STATED THAT THE CONVENTION’S SUCCESS DEPENDS ON TECHNOLOGY TRANSFER, FINANCIAL MECHANISMS AND INTERNATIONAL COOPERATION.  TARGET STRESSED THE NEED FOR TECHNOLOGY TRANSFER TO DEVELOPING COUNTRIES TO AVOID REPETITION OF UNSUSTAINABLE";1;4
"69";4281;1928;1995-04-07;20;"Kenya";"China";"Kenya: said developing countries should assume no new commitments until developed countries meet theirs.
China:  He called on developed countries to fulfill their commitments, including provision of financial resources.";"SENDER: SAID DEVELOPING COUNTRIES SHOULD ASSUME NO NEW COMMITMENTS UNTIL DEVELOPED COUNTRIES MEET THEIRS.
TARGET:  HE CALLED ON DEVELOPED COUNTRIES TO FULFILL THEIR COMMITMENTS, INCLUDING PROVISION OF FINANCIAL RESOURCES.";1;4
